mode;topic;rule1;rule2;exampleA;exampleI;exampleN;type;wordBank;question;answer
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Meet me ________ the station.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Who is that girl over there ________ the red dress?";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Turn right ________ the end of the street and then it will be right in front of you";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My sister has a beautiful apartment. She lives ________ the third floor.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The boys met ________ the corner of the street.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There was a dark spot ________ the ceiling.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We arrived just ________ time to see the Queen.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I´ll wait for you ________ the bus stop.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The milk is ________ the refrigerator next to the orange juice.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The phone rang ________ the middle of the night.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"His notebook fell ________ the floor.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Peter doesn´t go to work ________ Fridays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Open your book ________ page 9.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Can you see a yellow house ________ the left?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"All the latest computers will be shown ________ the exhibition.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He came to see how I was getting ________.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am very interested ________ documentaries on tv.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am surprised ________ how much money they want to pay him.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am quite good ________ art.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Turn right ________ the next traffic lights.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The film is based ________ a novel by John Grisham.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Be careful. They will lose faith ________ you.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The girls worked ________ their lessons for half an hour.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He depends ________ his sister for help.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We are travelling ________ the road.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I listened to the game ________ the radio.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"How are you getting ________ at school?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There were some beautiful pictures ________ the walls.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I´m not ________ a hurry.I can wait.";" in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We arrived ________ the airport ________ time for the plane.";"at in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My house is ________ the end of the road.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The article was ________ yesterday´s papers.";" in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The classroom is ________ the fourth floor.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"he started his training ________ November";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The bus stopped ________ the corner of High Street and congress Avenue.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Can you find our holiday beach ________ the map?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Almost all politicians were involved ________ the scandal.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My dad shouted ________ me because I didn´t do what he said";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She insisted ________ helping me with the dishes.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Many children depend ________ their parents for money.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The advertising campaign resulted ________ hundreds of new customers for the company.";"in"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;As a scientist I specialize ________ marine biology";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"You can always COUNT ________ Michael in a crisis (to be confident that you can depend on someone)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I suppose youre prepared to ELABORATE ________ that. (speak in more about something)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I dont know why you INSIST ________ talking about it. (to keep doing something, even if it annoys other people)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I hate marketing strategies that PLAYS ________ peoples fears (If you play on upon someones feelings, you encourage and make unfair use of these feelings)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He PRIDES himself ________ his loyalty to his friends (to value a skill or good quality that you have)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Clients can also RELY ________ 24/7 Customer Support.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Metallica began WORK ________ their seventh album in February 2005";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Halloween is celebrated ________ the United States ________ October 31.";"in on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Are you going away for the weekend? – I do not know. It depends ________ the weather.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I happened to meet an old friend ________ town.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Have you read the article? – It was ________ yesterday´s newspapers.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He always drives ________a tremendous speed because he is always ________ a hurry.";"at in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He married ________ the age of 28.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"According ________ the guide there are three hotels ________ town.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I saw him standing ________ the queue but I do not know if he got ________ the bus.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Mum sat ________ the back of the car.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Jane goes to the office early ________ Tuesdays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I saw him sometime ________ June.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Meet me ________ the station.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Who is that girl over there ________ the red dress?";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Turn right ________ the end of the street and then it will be right in front of you";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The advertising campaign resulted ________ hundreds of new customers for the company.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"As a scientist, I specialize ________ marine biology";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Many children depend ________ their parents for money.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My dad shouted ________ me because I did not do what he said";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She insisted ________ helping me with the dishes.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Almost all politicians were involved ________ the scandal.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Can you find our holiday beach ________ the map?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The bus stopped ________ the corner of High Street and congress Avenue.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"he started his training ________ November";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My house is ________ the end of the road.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The article was ________ yesterday´s papers.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The classroom is ________ the fourth floor.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We arrived ________ the airport ________ time for the plane.";"at in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am not ________ a hurry. I can wait.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There were some beautiful pictures ________ the walls.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I listened to the game ________ the radio.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"How are you getting ________ at school?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We are travelling ________ the road.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Be careful. They will lose faith ________ you.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The girls worked ________ their lessons for half an hour.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He depends ________ his sister for help.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The film is based ________ a novel by John Grisham.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"All the latest computers will be shown ________ the exhibition.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He came to see how I was getting ________.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am very interested ________ documentaries on tv.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am surprised ________ how much money they want to pay him.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Peter does not go to work ________ Fridays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Open your book ________ page 9.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Can you see a yellow house ________ the left?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The phone rang ________ the middle of the night.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I will wait for you ________ the bus stop.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The milk is ________ the refrigerator next to the orange juice.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There was a dark spot ________ the ceiling.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We arrived just ________ time to see the Queen.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The boys met ________ the corner of the street.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My sister has a beautiful apartment. She lives ________ the third floor.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It was ________ the radio yesterday morning.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am interested ________ basketball but I am not very good ________ playing it.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The tv is ________ the corner of the room";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Her next birthday will be ________ a Sunday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The new factory is expected to go online ________ May.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He is always ________ time.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"How many people are ________ your team?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am very bad ________ mathematics.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Daria´s books are lying ________ the floor.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He arrived at the school building just ________ time.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The audience threw tomatoes ________ him.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Passengers are not allowed to use cell phones ________ airplanes.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Sonja gets ________ the seven oclock bus in the morning.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She always looks ________ herself in the mirror.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I met Donna ________ a party ________ Friday night.";"at on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I do not usually feel tired ________ the morning.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The manager did not take part ________ the discussion.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"he is very good ________ telling jokes.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I will see you ________ the conference";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We sat down ________ the grass and ate our lunch.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My parents got married ________ the 1970s.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There is a good restaurant ________ the end of the street.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He started learning English ________ 2005.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She always gets up early ________ the morning and goes to bed late ________ night.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I went to work ________ Tuesday but I did not go ________ Friday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"you not have to wait. He will be with you ________ a minute.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We can only get to the camp ________ foot.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She learned Russian ________ the age of 45.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"PREPOSITION ";"IN | ON | AT";"Please write ________ pencil.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"PREPOSITION ";"IN | ON | AT";"I am returning ________ Spain ________ the end of the month.";"to at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"PREPOSITION ";"IN | ON | AT";"His notebook fell ________ the floor.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"PREPOSITION ";"IN | ON | AT";"I am quite good ________ art.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"PREPOSITION ";"IN | ON | AT";"Turn right ________ the next traffic lights.";"at"
